player_id,sleeper_id,player_name,position,team,adp,overall_rank,position_rank_market,canonical_format,source,adp_source_field,retrieved_at,normalized_name,pos_rank
6794,6794,Justin Jefferson,WR,MIN,15.0,15.0,6.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694588+00:00,justin jefferson,6
6904,6904,Jalen Hurts,QB,PHI,16.0,16.0,6.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694590+00:00,jalen hurts,6
11566,11566,Jayden Daniels,QB,WAS,17.0,17.0,7.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694591+00:00,jayden daniels,7
8138,8138,James Cook,RB,BUF,18.0,18.0,5.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694593+00:00,james cook,5
11604,11604,Brock Bowers,TE,LV,19.0,19.0,1.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694595+00:00,brock bowers,1
9226,9226,De'Von Achane,RB,MIA,20.0,20.0,6.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694596+00:00,de von achane,6
8130,8130,Trey McBride,TE,ARI,21.0,21.0,2.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694598+00:00,trey mcbride,2
12527,12527,Ashton Jeanty,RB,LV,22.0,22.0,7.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694600+00:00,ashton jeanty,7
6797,6797,Justin Herbert,QB,LAC,23.0,23.0,8.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694602+00:00,justin herbert,8
7523,7523,Trevor Lawrence,QB,JAX,24.0,24.0,9.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694604+00:00,trevor lawrence,9
12507,12507,Omarion Hampton,RB,LAC,25.0,25.0,8.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694606+00:00,omarion hampton,8
9224,9224,Chase Brown,RB,CIN,26.0,26.0,9.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694607+00:00,chase brown,9
8112,8112,Drake London,WR,ATL,27.0,27.0,7.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694609+00:00,drake london,7
4046,4046,Patrick Mahomes,QB,KC,28.0,28.0,10.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694611+00:00,patrick mahomes,10
5859,5859,A.J. Brown,WR,NE,29.0,29.0,8.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694612+00:00,a j brown,8
4866,4866,Saquon Barkley,RB,PHI,30.0,30.0,10.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694614+00:00,saquon barkley,10
8151,8151,Kenneth Walker,RB,KC,31.0,31.0,11.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694616+00:00,kenneth walker,11
7569,7569,Nico Collins,WR,HOU,32.0,32.0,9.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694617+00:00,nico collins,9
8137,8137,George Pickens,WR,DAL,33.0,33.0,10.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694619+00:00,george pickens,10
11632,11632,Malik Nabers,WR,NYG,34.0,34.0,11.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694621+00:00,malik nabers,11
12508,12508,Jaxson Dart,QB,NYG,35.0,35.0,11.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694622+00:00,jaxson dart,11
11563,11563,Bo Nix,QB,DEN,36.0,36.0,12.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694624+00:00,bo nix,12
3294,3294,Dak Prescott,QB,DAL,37.0,37.0,13.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694625+00:00,dak prescott,13
3198,3198,Derrick Henry,RB,BAL,38.0,38.0,12.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694627+00:00,derrick henry,12
8183,8183,Brock Purdy,QB,SF,39.0,39.0,14.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694628+00:00,brock purdy,14
421,421,Matthew Stafford,QB,LAR,40.0,40.0,15.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694630+00:00,matthew stafford,15
13287,13287,Jeremiyah Love,RB,ARI,41.0,41.0,13.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694632+00:00,jeremiyah love,13
4892,4892,Baker Mayfield,QB,TB,42.0,42.0,16.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694633+00:00,baker mayfield,16
8144,8144,Chris Olave,WR,NO,43.0,43.0,12.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694635+00:00,chris olave,12
6804,6804,Jordan Love,QB,GB,44.0,44.0,17.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694637+00:00,jordan love,17
12517,12517,Colston Loveland,TE,CHI,45.0,45.0,3.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694639+00:00,colston loveland,3
12545,12545,Tyler Shough,QB,NO,46.0,46.0,18.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694640+00:00,tyler shough,18
5850,5850,Josh Jacobs,RB,GB,47.0,47.0,14.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694642+00:00,josh jacobs,14
6801,6801,Tee Higgins,WR,CIN,48.0,48.0,13.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694644+00:00,tee higgins,13
10229,10229,Rashee Rice,WR,KC,49.0,49.0,14.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694646+00:00,rashee rice,14
7525,7525,DeVonta Smith,WR,PHI,50.0,50.0,15.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694647+00:00,devonta smith,15
12518,12518,Tyler Warren,TE,IND,51.0,51.0,4.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694649+00:00,tyler warren,4
9997,9997,Zay Flowers,WR,BAL,52.0,52.0,16.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694650+00:00,zay flowers,16
12514,12514,Emeka Egbuka,WR,TB,53.0,53.0,17.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694652+00:00,emeka egbuka,17
8150,8150,Kyren Williams,RB,LAR,54.0,54.0,15.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694654+00:00,kyren williams,15
7588,7588,Javonte Williams,RB,DAL,55.0,55.0,16.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694655+00:00,javonte williams,16
12526,12526,Tetairoa McMillan,WR,CAR,56.0,56.0,18.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694657+00:00,tetairoa mcmillan,18
3163,3163,Jared Goff,QB,DET,57.0,57.0,19.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694659+00:00,jared goff,19
5849,5849,Kyler Murray,QB,MIN,58.0,58.0,20.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694660+00:00,kyler murray,20
12522,12522,Cam Ward,QB,TEN,59.0,59.0,21.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694662+00:00,cam ward,21
9758,9758,C.J. Stroud,QB,HOU,60.0,60.0,22.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694663+00:00,c j stroud,22
11635,11635,Ladd McConkey,WR,LAC,61.0,61.0,19.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694665+00:00,ladd mcconkey,19
8155,8155,Breece Hall,RB,NYJ,62.0,62.0,17.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694666+00:00,breece hall,17
12481,12481,Cam Skattebo,RB,NYG,63.0,63.0,18.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694668+00:00,cam skattebo,18
8146,8146,Garrett Wilson,WR,NYJ,64.0,64.0,20.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694670+00:00,garrett wilson,20
7526,7526,Jaylen Waddle,WR,DEN,65.0,65.0,21.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694671+00:00,jaylen waddle,21
4943,4943,Sam Darnold,QB,SEA,66.0,66.0,23.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694673+00:00,sam darnold,23
5892,5892,David Montgomery,RB,HOU,67.0,67.0,19.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694675+00:00,david montgomery,19
2133,2133,Davante Adams,WR,LAR,68.0,68.0,22.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694676+00:00,davante adams,22
12512,12512,Quinshon Judkins,RB,CLE,69.0,69.0,20.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694678+00:00,quinshon judkins,20
9228,9228,Bryce Young,QB,CAR,70.0,70.0,24.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694679+00:00,bryce young,24
11584,11584,Bucky Irving,RB,TB,71.0,71.0,21.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694681+00:00,bucky irving,21
12519,12519,Luther Burden,WR,CHI,72.0,72.0,23.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694682+00:00,luther burden,23
7543,7543,Travis Etienne,RB,NO,73.0,73.0,22.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694684+00:00,travis etienne,22
5927,5927,Terry McLaurin,WR,WAS,74.0,74.0,24.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694685+00:00,terry mclaurin,24
6790,6790,D'Andre Swift,RB,CHI,75.0,75.0,23.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694687+00:00,d andre swift,23
12529,12529,TreVeyon Henderson,RB,NE,76.0,76.0,24.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694689+00:00,treveyon henderson,24
9484,9484,Tucker Kraft,TE,GB,77.0,77.0,5.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694690+00:00,tucker kraft,5
5870,5870,Daniel Jones,QB,IND,78.0,78.0,25.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694692+00:00,daniel jones,25
2216,2216,Mike Evans,WR,SF,79.0,79.0,25.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694694+00:00,mike evans,25
10859,10859,Sam LaPorta,TE,DET,80.0,80.0,6.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694695+00:00,sam laporta,6
8148,8148,Jameson Williams,WR,DET,81.0,81.0,26.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694697+00:00,jameson williams,26
4983,4983,DJ Moore,WR,BUF,82.0,82.0,27.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694698+00:00,dj moore,27
7553,7553,Kyle Pitts,TE,ATL,83.0,83.0,7.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694700+00:00,kyle pitts,7
11620,11620,Rome Odunze,WR,CHI,84.0,84.0,28.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694702+00:00,rome odunze,28
13279,13279,Carnell Tate,WR,TEN,85.0,85.0,29.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694703+00:00,carnell tate,29
12506,12506,Harold Fannin,TE,CLE,86.0,86.0,8.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694705+00:00,harold fannin,8
12490,12490,Bhayshul Tuten,RB,JAX,87.0,87.0,25.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694707+00:00,bhayshul tuten,25
8161,8161,Malik Willis,QB,MIA,88.0,88.0,26.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694708+00:00,malik willis,26
13286,13286,Jadarian Price,RB,SEA,89.0,89.0,26.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694710+00:00,jadarian price,26
4217,4217,George Kittle,TE,SF,90.0,90.0,9.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694712+00:00,george kittle,9
11631,11631,Brian Thomas,WR,JAX,91.0,91.0,30.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694713+00:00,brian thomas,30
8167,8167,Christian Watson,WR,GB,92.0,92.0,31.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694715+00:00,christian watson,31
1466,1466,Travis Kelce,TE,KC,93.0,93.0,10.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694717+00:00,travis kelce,10
8228,8228,Jaylen Warren,RB,PIT,94.0,94.0,27.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694719+00:00,jaylen warren,27
11628,11628,Marvin Harrison Jr,WR,ARI,95.0,95.0,32.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694721+00:00,marvin harrison jr,32
9487,9487,Parker Washington,WR,JAX,96.0,96.0,33.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694723+00:00,parker washington,33
5846,5846,DK Metcalf,WR,PIT,97.0,97.0,34.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694724+00:00,dk metcalf,34
13281,13281,Jordyn Tyson,WR,NO,98.0,98.0,35.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694726+00:00,jordyn tyson,35
10232,10232,Michael Wilson,WR,ARI,99.0,99.0,36.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694727+00:00,michael wilson,36
7021,7021,Rico Dowdle,RB,PIT,100.0,100.0,28.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694729+00:00,rico dowdle,28
7594,7594,Chuba Hubbard,RB,CAR,101.0,101.0,29.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694730+00:00,chuba hubbard,29
13269,13269,Fernando Mendoza,QB,LV,102.0,102.0,27.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694732+00:00,fernando mendoza,27
6819,6819,Michael Pittman,WR,PIT,103.0,103.0,37.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694733+00:00,michael pittman,37
8110,8110,Jake Ferguson,TE,DAL,104.0,104.0,11.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694735+00:00,jake ferguson,11
2449,2449,Stefon Diggs,WR,,105.0,105.0,38.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694737+00:00,stefon diggs,38
8142,8142,Alec Pierce,WR,IND,106.0,106.0,39.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694739+00:00,alec pierce,39
7611,7611,Rhamondre Stevenson,RB,NE,107.0,107.0,30.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694740+00:00,rhamondre stevenson,30
13294,13294,Makai Lemon,WR,PHI,108.0,108.0,40.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694742+00:00,makai lemon,40
12489,12489,RJ Harvey,RB,DEN,109.0,109.0,31.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694743+00:00,rj harvey,31
10222,10222,Jayden Reed,WR,GB,110.0,110.0,41.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694745+00:00,jayden reed,41
9500,9500,Josh Downs,WR,IND,111.0,111.0,42.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694747+00:00,josh downs,42
5967,5967,Tony Pollard,RB,TEN,112.0,112.0,32.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694748+00:00,tony pollard,32
5045,5045,Courtland Sutton,WR,DEN,113.0,113.0,43.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694750+00:00,courtland sutton,43
11586,11586,Blake Corum,RB,LAR,114.0,114.0,33.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694751+00:00,blake corum,33
6806,6806,J.K. Dobbins,RB,DEN,115.0,115.0,34.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694753+00:00,j k dobbins,34
4037,4037,Chris Godwin,WR,TB,116.0,116.0,44.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694755+00:00,chris godwin,44
5012,5012,Mark Andrews,TE,BAL,117.0,117.0,12.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694756+00:00,mark andrews,12
8131,8131,Isaiah Likely,TE,NYG,118.0,118.0,13.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694758+00:00,isaiah likely,13
9756,9756,Jordan Addison,WR,MIN,119.0,119.0,45.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694759+00:00,jordan addison,45
12534,12534,Kyle Monangai,RB,CHI,120.0,120.0,35.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694761+00:00,kyle monangai,35
7567,7567,Kenny Gainwell,RB,TB,121.0,121.0,36.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694763+00:00,kenny gainwell,36
11583,11583,Jonathon Brooks,RB,CAR,122.0,122.0,37.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694764+00:00,jonathon brooks,37
8126,8126,Wan'Dale Robinson,WR,TEN,123.0,123.0,46.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694766+00:00,wan dale robinson,46
9754,9754,Quentin Johnston,WR,LAC,124.0,124.0,47.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694767+00:00,quentin johnston,47
12533,12533,Jacory Croskey-Merritt,RB,WAS,125.0,125.0,38.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694769+00:00,jacory croskey merritt,38
4199,4199,Aaron Jones,RB,MIN,126.0,126.0,39.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694770+00:00,aaron jones,39
8408,8408,Jordan Mason,RB,MIN,127.0,127.0,40.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694772+00:00,jordan mason,40
13298,13298,KC Concepcion,WR,CLE,128.0,128.0,48.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694773+00:00,kc concepcion,48
8136,8136,Rachaad White,RB,WAS,129.0,129.0,41.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694775+00:00,rachaad white,41
5872,5872,Deebo Samuel,WR,,130.0,130.0,49.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694777+00:00,deebo samuel,49
10236,10236,Dalton Kincaid,TE,BUF,131.0,131.0,14.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694778+00:00,dalton kincaid,14
12501,12501,Matthew Golden,WR,GB,132.0,132.0,50.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694780+00:00,matthew golden,50
5022,5022,Dallas Goedert,TE,PHI,133.0,133.0,15.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694781+00:00,dallas goedert,15
11646,11646,Jalen Coker,WR,CAR,134.0,134.0,51.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694783+00:00,jalen coker,51
5947,5947,Jakobi Meyers,WR,JAX,135.0,135.0,52.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694784+00:00,jakobi meyers,52
13417,13417,De'Zhaun Stribling,WR,SF,136.0,136.0,53.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694786+00:00,de zhaun stribling,53
11624,11624,Xavier Worthy,WR,KC,137.0,137.0,54.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694787+00:00,xavier worthy,54
96,96,Aaron Rodgers,QB,PIT,138.0,138.0,28.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694789+00:00,aaron rodgers,28
8134,8134,Khalil Shakir,WR,BUF,139.0,139.0,55.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694790+00:00,khalil shakir,55
9753,9753,Zach Charbonnet,RB,SEA,140.0,140.0,42.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694792+00:00,zach charbonnet,42
8121,8121,Romeo Doubs,WR,NE,141.0,141.0,56.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694793+00:00,romeo doubs,56
3257,3257,Jacoby Brissett,QB,ARI,142.0,142.0,29.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694795+00:00,jacoby brissett,29
12493,12493,Oronde Gadsden,TE,LAC,143.0,143.0,16.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694797+00:00,oronde gadsden,16
8210,8210,Chig Okonkwo,TE,WAS,144.0,144.0,17.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694798+00:00,chig okonkwo,17
12484,12484,Jayden Higgins,WR,HOU,145.0,145.0,57.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694800+00:00,jayden higgins,57
3214,3214,Hunter Henry,TE,NE,146.0,146.0,18.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694802+00:00,hunter henry,18
9480,9480,Brenton Strange,TE,JAX,147.0,147.0,19.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694803+00:00,brenton strange,19
6768,6768,Tua Tagovailoa,QB,ATL,148.0,148.0,30.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694805+00:00,tua tagovailoa,30
7002,7002,Juwan Johnson,TE,NO,149.0,149.0,20.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694806+00:00,juwan johnson,20
8180,8180,Jalen Nailor,WR,LV,150.0,150.0,58.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694808+00:00,jalen nailor,58
8132,8132,Tyler Allgeier,RB,ARI,151.0,151.0,43.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694809+00:00,tyler allgeier,43
10219,10219,Chris Rodriguez,RB,JAX,152.0,152.0,44.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694811+00:00,chris rodriguez,44
12530,12530,Travis Hunter,WR,JAX,153.0,153.0,59.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694813+00:00,travis hunter,59
5844,5844,T.J. Hockenson,TE,MIN,154.0,154.0,21.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694814+00:00,t j hockenson,21
11655,11655,Tyrone Tracy,RB,NYG,155.0,155.0,45.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694816+00:00,tyrone tracy,45
13330,13330,Kenyon Sadiq,TE,NYJ,156.0,156.0,22.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694817+00:00,kenyon sadiq,22
12474,12474,Woody Marks,RB,HOU,157.0,157.0,46.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694819+00:00,woody marks,46
8676,8676,Rashid Shaheed,WR,SEA,158.0,158.0,60.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694820+00:00,rashid shaheed,60
13346,13346,Denzel Boston,WR,CLE,159.0,159.0,61.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694821+00:00,denzel boston,61
4035,4035,Alvin Kamara,RB,NO,160.0,160.0,47.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694823+00:00,alvin kamara,47
1373,1373,Geno Smith,QB,NYJ,161.0,161.0,31.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694824+00:00,geno smith,31
8205,8205,Isiah Pacheco,RB,DET,162.0,162.0,48.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694826+00:00,isiah pacheco,48
11603,11603,AJ Barner,TE,SEA,163.0,163.0,23.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694828+00:00,aj barner,23
13345,13345,Jonah Coleman,RB,DEN,164.0,164.0,49.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694829+00:00,jonah coleman,49
9511,9511,Keaton Mitchell,RB,LAC,165.0,165.0,50.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694831+00:00,keaton mitchell,50
1166,1166,Kirk Cousins,QB,LV,166.0,166.0,32.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694832+00:00,kirk cousins,32
8154,8154,Brian Robinson,RB,ATL,167.0,167.0,51.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694833+00:00,brian robinson,51
9508,9508,Tyjae Spears,RB,TEN,168.0,168.0,52.0,sf_ppr,FantasyCalc,overallRank,2026-08-19T03:01:47.694835+00:00,tyjae spears,52
